UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Bitwu.eth,@BTW0205,2022-03-14T23:55:47.000Z,"Bitwu.eth
@BTW0205
·
3月15日","GM，这是我今天看到最好的段子，没有之一！

护士：老铁，你现在在2025年。
我：比特币多少美金一枚了？
护士：什么是美金？你的账单只需要0.0000000032个 #Bitcoin
5
3
23",⚡,5,3,23,['https://pbs.twimg.com/media/FN2TvM8UcAMBwI3?format=jpg&name=small'],https://twitter.com/BTW0205/status/1503520297697230852
9神ahr999,@xfli5,2022-03-14T23:41:45.000Z,"9神ahr999
@xfli5
·
3月15日","《9神封神之路：2019年文章精选（10）》如果没有比特币，一介屌丝，有什么机会谈财富自由？9神认为比特币的POW机制是最公平的分配机制，贫富差距本身就是无解，这取决于认知。比特币总量恒定，任何时候1BTC=1BTC,莫要用法币视角来认知比特币。不忘愿景，配得上财富！#Bitcoin
1
5",,,1,5,"['https://pbs.twimg.com/media/FN2Qf8fUYAM3B4d?format=jpg&name=small', 'https://pbs.twimg.com/media/FN2Qgu2UcAUZxbF?format=jpg&name=small', 'https://pbs.twimg.com/media/FN2QhTvUYAE-dP_?format=jpg&name=small', 'https://pbs.twimg.com/media/FN2Qh9hVkAQx7_3?format=jpg&name=small']",https://twitter.com/xfli5/status/1503516766386884612
SuperCarKing,@CarKingTommy,2022-03-14T23:31:08.000Z,"SuperCarKing
@CarKingTommy
·
3月15日","哎，早上突发拉涨，看量能感觉有跑路可能，等一天
#Bitcoin
1",,1,,,[],https://twitter.com/CarKingTommy/status/1503514091570479104
Swan Bitcoin,@SwanBitcoin,2022-03-14T23:51:01.000Z,"Swan Bitcoin
@SwanBitcoin
·
3月15日","#Bitcoin Meme of the Day:
166
616
4,512",,166,616,"4,512",['https://pbs.twimg.com/media/FN2Spk8WUAABO8B?format=jpg&name=small'],https://twitter.com/SwanBitcoin/status/1503519095693660164
ChartsBTC,@ChartsBtc,2022-03-14T23:32:06.000Z,"ChartsBTC
@ChartsBtc
·
3月15日","#bitcoin days per price range - Base 2 version

If the price stays in the $32k-$65k range for another 5 months it will break the record of days in the $8k-$16k range.
ChartsBTC
@ChartsBtc
 · 3月13日
#bitcoin days per price range
13
43",,,13,43,"['https://pbs.twimg.com/media/FN2NtfRVcAIWgQb?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1362597046943772675/6nTG7b5-_mini.jpg', 'https://pbs.twimg.com/media/FNqeBfPVIAEEDkX?format=jpg&name=240x240']",https://twitter.com/ChartsBtc/status/1503514337536667650
Altcoin Daily,@AltcoinDailyio,2022-03-14T23:41:36.000Z,"Altcoin Daily
@AltcoinDailyio
·
3月15日","Let's discuss THE LATEST #crypto news:

-- Chamath Talks 2022 Recession & #Bitcoin
-- EU Votes AGAINST PoW #Crypto Ban
-- Pixar Launches NFTs w/ $OMI
-- Mila Kunis #Solana NFT Animated Series
-- & MORE!

WATCH 
>> https://youtu.be/eJEqoIE4U4M
147
26
144",👇,147,26,144,['https://pbs.twimg.com/media/FN2PjUiVgAQzDMr?format=jpg&name=small'],https://twitter.com/AltcoinDailyio/status/1503516726008311808
J Man,@J_Yoshiii,2022-03-14T23:37:52.000Z,"J Man
@J_Yoshiii
·
3月15日","Rather see this kind of movement in beginning of the week than end  #btc #Bitcoin #Cryptos #cryptocurrecy
4
1
17",👀,4,1,17,['https://pbs.twimg.com/media/FN2Po8hWUAQgTuE?format=jpg&name=900x900'],https://twitter.com/J_Yoshiii/status/1503515786329079810
eCash,@eCashOfficial,2022-03-14T23:00:05.000Z,"eCash
@eCashOfficial
·
3月15日","""This is what we're building on eCash.""

https://youtube.com/watch?v=d9pc0B5bgtI…

#eCash #XEC #bitcoin #crypto #whycrypto
youtube.com
Why Crypto - Episode 2: Control
""Why Crypto"" is a new series of short educational videos from eCash that will answer some of the web's most asked questions on cryptocurrency. In this episod...
17
124
465",,17,124,465,['https://pbs.twimg.com/card_img/1516153844929073163/M9DrhNqz?format=jpg&name=240x240'],https://twitter.com/eCashOfficial/status/1503506279205154821
MarvinsMama,@marvins_mama,2022-03-14T23:05:07.000Z,"MarvinsMama
@marvins_mama
·
3月15日","MarvinsMama found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://coinhunt.gsc.im/ZOFtWJ2Lmb #cryptocurrency #2915
1
23",,1,,23,['https://pbs.twimg.com/media/FN2IJHaVQAA-pqk?format=jpg&name=small'],https://twitter.com/marvins_mama/status/1503507544290967554
Papa Woody,@papa_woody21,2022-03-14T23:41:48.000Z,"Papa Woody
@papa_woody21
·
3月15日","My Mom thought I was possessed when she disturbed my #Spaces last night. I told her I was in an important meeting with #Bitcoin #Crypto and #NFT Professionals all over the world. 
@ShillMe
 @slightdebacle
 @LLBeer_1
 @1biLLiondoLLarz 
@RoosterCogs
 @DankoSnipes
 @sweetsinner3
GIF
1
1
8",,1,1,8,['https://pbs.twimg.com/tweet_video_thumb/FN2QiUqVkAQWMjX.jpg'],https://twitter.com/papa_woody21/status/1503516778072223750
