UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
KENJI | NFT Promoter,@K9NFT,2021-08-01T21:35:29.000Z,"KENJI | NFT Promoter
@K9NFT
·
2021年8月2日"," GIVEAWAY
 LEGENDARY $ETH NFT

 Winner at 20k followers
(+ 4 Mystery Card winners) 

 FOLLOW
 LIKE + RETWEET
 TAG A FRIEND
 COMMENT: #Ethereum

#NFTs #NFT #NFTCommunity #NFTGiveaways #NFTGiveaway #NFTcollectors #NFTcollector
445
634
554",♦ ♦ ⚡ ⚡ 🕓 ❤ 🧡 👬 💬,445,634,554,['https://pbs.twimg.com/ext_tw_video_thumb/1421947636593041409/pu/img/ycuntnNxdba2PW3o.jpg'],https://twitter.com/K9NFT/status/1421947717731844096
crypto legend,@timeisanasset,2021-08-01T20:30:14.000Z,"crypto legend
@timeisanasset
·
2021年8月2日"," Wierd Finance Airdrop is live!

 Reward for Tasks:  Up to 370,370 WRD (~$20)

 Referral Reward:  92,592 WRD (~$5)

 http://t.me/WierdFinanceAirdropBot… 

#Airdrop #Bitcoin #Ethereum #Crypto #crypto #WierdFinance #WRD
4,727
1.7万
1.1万",📣 🏆 👉 👈,"4,727",1.7万,1.1万,['https://pbs.twimg.com/media/E7u2-dDWEAAHXWF?format=jpg&name=small'],https://twitter.com/timeisanasset/status/1421931299120549898
FEG.Exchange,@FEG_Exchange,2021-08-01T21:21:10.000Z,"FEG.Exchange
@FEG_Exchange
·
2021年8月2日","Time to roll this out one... more... time...
$FEG #FEGtoken #FEGEXv2 #fegstakev2 #staking #passiveincome #DeFi #BinanceSmartChain #Ethereum #cryptocurrencies
14
42
155",,14,42,155,['https://pbs.twimg.com/ext_tw_video_thumb/1421944081232564225/pu/img/OiHemfhyES5hZHnz.jpg'],https://twitter.com/FEG_Exchange/status/1421944115898601479
Shib,@ShibGerman,2021-08-01T20:17:47.000Z,"Shib
@ShibGerman
·
2021年8月2日","#ETH #Ethereum exploding !!

Good to be long...

#BTC doing really well.
4
1
7",,4,1,7,['https://pbs.twimg.com/media/E7u0EaFXEAIhpv7?format=png&name=small'],https://twitter.com/ShibGerman/status/1421928163823738892
That Martini Guy ₿,@MartiniGuyYT,2021-08-01T23:33:09.000Z,"That Martini Guy ₿
@MartiniGuyYT
·
2021年8月2日","#Bitcoin & #Ethereum looking to close the CME gaps
52
21
448",,52,21,448,[],https://twitter.com/MartiniGuyYT/status/1421977332647178248
Tyler - Game Arrrghtist,@TyMeadTV,2021-08-01T22:55:22.000Z,"Tyler - Game Arrrghtist
@TyMeadTV
·
2021年8月2日","Hot Earth NFT Collection - 0.05 Ξ
.
Hot Loops, Hotter Earth.
.
#NFT #cryptoart #openseanfts #ethereum #ETH #3d
#blender3d #perfectloop #earthling #crypto #opensea 
#satisfying #animations
.
https://opensea.io/collection/hot-earth-3d…
.
@direvice
4
13",,,4,13,['https://pbs.twimg.com/ext_tw_video_thumb/1421967815523803138/pu/img/y5RBInL-_1C6QSh2.jpg'],https://twitter.com/TyMeadTV/status/1421967821261574151
Crypto nerd,@Legitcryptonerd,2021-08-01T20:49:04.000Z,"Crypto nerd
@Legitcryptonerd
·
2021年8月2日","BOOM..we are mainstream   

An hour old video from 
@Bitboy_Crypto
 mentioning $QNT @ 9:36 as number 1 pick..

And he’s doing another video just containing #QNT 

$btc $eth $link $xrp $zil #eth #Ethereum
#btc #bitcoin #ADA #Algorand
youtube.com
Top 5 Altcoins of August (Best Chance To Outpace Etherum)
Today I’ll give you my top coins to buy now for August of 2021. Each of these top altcoins has a chance to outperform Ethereum this month. Find out why crypt...
18
72
302",🚀 🚀 🚀,18,72,302,['https://pbs.twimg.com/card_img/1514177447360491525/miM9a-Ni?format=jpg&name=240x240'],https://twitter.com/Legitcryptonerd/status/1421936036821753857
Sir Doge of the Coin,@dogeofficialceo,2021-08-01T23:52:29.000Z,"Sir Doge of the Coin
@dogeofficialceo
·
2021年8月2日","I need to drink some liquid luck & buy some #bitcoin to send the market 

#dogecoin #doge #Ethereum
2
2
22",⚔ 🤔 🚀,2,2,22,['https://pbs.twimg.com/media/E7vlRQiXoAU4RKT?format=jpg&name=small'],https://twitter.com/dogeofficialceo/status/1421982196232036355
Amy,@Amy48074963,2021-08-01T23:11:25.000Z,"Amy
@Amy48074963
·
2021年8月2日","$PEEPS and 
@c0insbit
 coming out party! For those who can not use 
@c0insbit
 get your #PEEPS by trading #Ethereum with #Uniswap. #altcoins 
@FabriLemus7
 @CRYPTOEUROPE
 #100xCoin #altcoinGems #altcoinnews
1
21
23",,1,21,23,['https://pbs.twimg.com/media/E7vb3u8WEAUHOdn?format=jpg&name=900x900'],https://twitter.com/Amy48074963/status/1421971862020673537
Firebird Finance,@FinanceFirebird,2021-08-01T23:09:53.000Z,"Firebird Finance
@FinanceFirebird
·
2021年8月2日","“To live without HOPE is to cease to live.” – Fyodor Dostoyevsky

Experience #DeFi in another dimension this week with Firebird.

Start here
 
https://go.firebird.finance/App/16i

#PolygonNetwork
#BinanceSmartChain #KCC #Kucoin #bitcoin #BTC #ethereum #eth #GameFi #DeFi #cryptocurrency
5
6
15",👇,5,6,15,['https://pbs.twimg.com/media/E7vZ9V6XoAIjQWC?format=jpg&name=small'],https://twitter.com/FinanceFirebird/status/1421971477268676611
