UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
CryptoMemeGuy,@Nftmemeguy,2019-10-01T21:28:48.000Z,"CryptoMemeGuy
@Nftmemeguy
·
2019年10月2日","#traderstereotype “THE RUN CHASER” don’t EVER be this person lol #MEMES #stocks $dcgd $leas $govx $ttcm $ozsc $axxa $unrg $snpw $adhc #Crypto #BitcoinCash #bitcoin $btc $ltc
4
7
16",,4,7,16,['https://pbs.twimg.com/media/EF0rMHTU4AA-i41?format=jpg&name=small'],https://twitter.com/Nftmemeguy/status/1179146168871206912
Big Chonis,@BigChonis,2019-10-01T18:13:35.000Z,"Big Chonis
@BigChonis
·
2019年10月2日","$BTC - trying to catch a bone...#bitcoin #abstractart #doodle
18
7
144",,18,7,144,['https://pbs.twimg.com/media/EFz-gP7XoAAYswS?format=jpg&name=small'],https://twitter.com/BigChonis/status/1179097040447574017
Tiproom,@tippingroom,2019-10-01T22:18:49.000Z,"Tiproom
@tippingroom
·
2019年10月2日","A HUGE Congratulations to the winners of our #TTR MEMEMANIA Contest
Rogel Belga & Alimam 

You guys rock!

#meme #memes #funny #bitcoin #blockchain #eth #ethereum $PAR #btc #community #telegram #funnymemes #funnymeme #fun #laughter #laugh
12
24
30",🎨 🙌 🤩 🔥 🕺 🤪 🍺 👹 🕺 🤠,12,24,30,"['https://pbs.twimg.com/media/EF02oMmWkAET4P6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EF02oaUX0AAEJLA?format=jpg&name=small']",https://twitter.com/tippingroom/status/1179158752987144192
stanley chen,@stanleychen0402,2019-10-01T22:35:51.000Z,"stanley chen
@stanleychen0402
·
2019年10月2日","Because 1.#financial #servicesindustry 2.#iot #convergencecontinued to #gatherpace  3. to attract #snakes 4.more #investmentopportunities 5.#bitcoin #cryptocurrency is #bigbusiness 
@fklivestolearn
 @fogle_shane
 @HeinzVHoenen
 @avrohomg
 @Ronald_vanLoon
 @YuHelenYu
 @JolaBurnett
4
10
18",,4,10,18,['https://pbs.twimg.com/media/EF06hpmU8AAPhvJ?format=jpg&name=small'],https://twitter.com/stanleychen0402/status/1179163040652001280
Quadency,@quadency,2019-10-01T17:35:26.000Z,"Quadency
@quadency
·
2019年10月2日","7 months till the #Bitcoin halving
1
5",,,1,5,['https://pbs.twimg.com/media/EFz1xteX0AAd0Ix?format=jpg&name=small'],https://twitter.com/quadency/status/1179087438381228034
Big Chonis,@BigChonis,2019-10-01T18:02:36.000Z,"Big Chonis
@BigChonis
·
2019年10月2日","$BTC - a week later does $10K seem achievable anytime soon with the last week of price action...while #bitcoin now trying to hold $8K...
3
3
37",,3,3,37,['https://pbs.twimg.com/media/EFz7_UXXUAA4DmX?format=jpg&name=small'],https://twitter.com/BigChonis/status/1179094273947570180
BitcoinSoV (BSOV),@BSOV_,2019-10-01T21:50:12.000Z,"BitcoinSoV (BSOV)
@BSOV_
·
2019年10月2日","You can now trade #BSoV on Uniswap! 

http://Uniswap.exchange

We are excited to add this platform to the list of exchanges available to trade your BSoV. Decentralized exchanges FTW!
#BitcoinSoV #forkdelta #erc20 #btc #eth #ethereum #bitcoin #cryptocurrency #crypto #blockchain
1
5
7",,1,5,7,['https://pbs.twimg.com/media/EF0wFjEX0AAOjRq?format=jpg&name=small'],https://twitter.com/BSOV_/status/1179151553636249600
CryptoHamster,@CryptoHamsterIO,2019-10-01T22:21:46.000Z,"CryptoHamster
@CryptoHamsterIO
·
2019年10月2日","A couple of more bounces off the Fibo levels inside that pitchfork. 
I tend to think that the green magnet is stronger right now. 
$BTC $BTCUSD #bitcoin
1
4
23",,1,4,23,['https://pbs.twimg.com/media/EF03T7jVAAEomg-?format=jpg&name=small'],https://twitter.com/CryptoHamsterIO/status/1179159498503548928
CoinField,@CoinFieldEX,2019-10-02T19:00:27.000Z,"CoinField
@CoinFieldEX
·
2019年10月3日","Competition drives innovation, especially in the Cryptocurrency market . Check out this article based on our CEO's thought provoking tweet  

#CoinField #Bitcoin #Cryptocurrency #Altcoins #XRP #ETH #LTC #Altseason #Blockchain #Trading

http://ow.ly/lmFv50wzHQM
5
26
73",⚖ 🧠,5,26,73,[],https://twitter.com/CoinFieldEX/status/1179471221659971586
Crypto₿uzz.eth ᵍᵐ,@CryptoBuzzNews,2019-10-02T23:45:05.000Z,"Crypto₿uzz.eth ᵍᵐ
@CryptoBuzzNews
·
2019年10月3日","Bitcoin currently bouncing off the $8,150 support/resistance level a break back below this would indicate a reversal $btc $btcusd #bitcoin #BTCUSD #BTCusdt #btc
5
7",,,5,7,['https://pbs.twimg.com/media/EF6T-NYU0AATjoy?format=jpg&name=small'],https://twitter.com/CryptoBuzzNews/status/1179542851681574915
