UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Everipedia中文社区,@Everipedia2,2020-03-01T06:53:53.000Z,"Everipedia中文社区
@Everipedia2
·
2020年3月1日","First Supper是由http://async.art平台上13位加密领域艺术家基于以太坊区块链（#Ethereum）共同创作的一幅画，这幅作品最终以103.4ETH的价格拍卖成交，折合人民币近16万元，太不可思议了，我们要进入可编程艺术品时代了么？
@AsyncArt
 #
https://zh.everipedia.org/wiki/lang_zh-hans/first-supper…
1
5",,,1,5,['https://pbs.twimg.com/media/ESAUMHOUcAEAJsc?format=jpg&name=small'],https://twitter.com/Everipedia2/status/1234008944525205504
𝕯𝖆𝖓𝖌𝖊𝖗,@safetyth1rd,2020-03-01T20:53:41.000Z,"𝕯𝖆𝖓𝖌𝖊𝖗
@safetyth1rd
·
2020年3月2日","#Ethereum is monetary revolution
3
2
30",,3,2,30,['https://pbs.twimg.com/media/ESDUoy6VAAATjiI?format=jpg&name=small'],https://twitter.com/safetyth1rd/status/1234220283831042048
AlexTheLizard.eth L222,@AlexTheLizzzard,2020-03-01T22:07:54.000Z,"AlexTheLizard.eth L222
@AlexTheLizzzard
·
2020年3月2日","I just released my first article “2020s: the Rise of Ethereum” https://link.medium.com/wSJBxfUHv4 which discusses the power of permission-less systems, the incoming wave of innovation on #ethereum, and a look at the mechanics behind price movements. 1/3
link.medium.com
2020s: The Rise of Ethereum
Every idea needs a Medium
5
57
157",,5,57,157,['https://pbs.twimg.com/card_img/1515314697708646406/-bB7dWYh?format=png&name=small'],https://twitter.com/AlexTheLizzzard/status/1234238961909813250
Klever,@klever_io,2020-03-01T22:35:23.000Z,"Klever
@klever_io
·
2020年3月2日","TronWallet supports multi-platform #Android #iOS #macOS #Windows #Linux
& 
multi-crypto #Bitcoin #TRON #TRX + soon #Ethereum

Download the latest version for your specific device by clicking 
@TronWalletMe
's magic link:
 http://onelink.to/wrn279 
15
97
159",,15,97,159,['https://pbs.twimg.com/media/ESDrmziW4AAFRFO?format=jpg&name=small'],https://twitter.com/klever_io/status/1234245880720609281
Vishal H Kothari Ξ,@VishalHKothari,2020-03-01T20:34:47.000Z,"Vishal H Kothari Ξ
@VishalHKothari
·
2020年3月2日","Closely look $Matic it has gained more and more attention towards the high #scalable sidechain to #ethereum as #future of #DeFi on #Crypto #blockchain #technology
2
7",,,2,7,['https://pbs.twimg.com/media/ESDQezpXkAAk94C?format=png&name=240x240'],https://twitter.com/VishalHKothari/status/1234215528421613575
Farid Rached,@FaridRached,2020-03-01T23:39:37.000Z,"Farid Rached
@FaridRached
·
2020年3月2日","This man, ⁦
@wighawag
⁩, has been building on #Ethereum for years, even before mainnet, and is a true veteran. Now pushing ⁦
@EthernalWorld
⁩ forward. ⁦
@ETHLondon
⁩
2
6",🔺,,2,6,['https://pbs.twimg.com/media/ESD6wCLWoAAQ-H1?format=jpg&name=small'],https://twitter.com/FaridRached/status/1234262045257850885
Hernán Ortiz,@nanimalisimo,2020-03-01T22:06:02.000Z,"Hernán Ortiz
@nanimalisimo
·
2020年3月2日","When you win a tshirt from the 
@Gemini
 IG contest and instead of a tshirt, they send you all the swag...
Thanks for over delivering 
@Gemini
 team!! Clearly, I wore and exhibited everything.... So happy!!
#bitcoin #ethereum 
Thx @tylerwinklevoss & @winklevoss
4
7
18",🦇 🔊,4,7,18,['https://pbs.twimg.com/media/ESDlXdMWkAIOkPB?format=jpg&name=900x900'],https://twitter.com/nanimalisimo/status/1234238494249299973
BlockRocketTech,@BlockRocketTech,2020-03-01T21:56:36.000Z,"BlockRocketTech
@BlockRocketTech
·
2020年3月2日","We first met 
@worthalter
 in Berlin and love his tireless work on 
@poapxyz
 

Giver of NFTS and good vibes. 

We returned the favour with a 
@CryptoKaijuIO
 toy and NFT (via 
@OliverMCarding
)
@ETHGlobal
 #ethereum #london
3
17",🚀 🌎 👍,,3,17,['https://pbs.twimg.com/media/ESDjNLpXsAYhq77?format=jpg&name=small'],https://twitter.com/BlockRocketTech/status/1234236120357122049
DeFi.jobs,@defijobs,2020-03-01T00:17:28.000Z,"DeFi.jobs
@defijobs
·
2020年3月1日","The New Kid on the Block!

Borrow and Lend on Ethereum. As Little as Zero Collateral with @Zer0Collateral.

#Ethereum #Developers we have a new job listing that will satisfy your #DeFi craving. #engineer #solidity #dev
defi.jobs
Ethereum Developer at Zero Collateral
Zero Collateral is looking for a Ethereum Developer to help them build the future of finance in Remote. Join them or any of the other DeFi projects hiring right now.
1
5
13",,1,5,13,['https://pbs.twimg.com/card_img/1514849589429473287/JhP7Xk1l?format=jpg&name=small'],https://twitter.com/defijobs/status/1233909180437630976
twigwam,@twigwam,2020-03-01T20:07:39.000Z,"twigwam
@twigwam
·
2020年3月2日","Reliable Task Management Based on a Smart Contract for Runtime Verification of Sensing and Actuating Tasks in IoT Environments https://mdpi.com/1424-8220/20/4/1207… #IoT #blockchain #hyperledger #ethereum
mdpi.com
Reliable Task Management Based on a Smart Contract for Runtime Verification of Sensing and Actuat...
With the gradual popularization of Internet-of-Things (IoT) applications and the development of wireless networking technologies, the use of heterogeneous devices and runtime verification of task...
3
5",🌐,,3,5,['https://pbs.twimg.com/card_img/1514114600094081028/3zRm2u-9?format=png&name=240x240'],https://twitter.com/twigwam/status/1234208702821019650
