UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Alex Saunders,@AlexSaundersAU,2020-08-14T13:26:32.000Z,"Alex Saunders
@AlexSaundersAU
·
2020年8月14日","$ETH life...  #Ethereum #DeFi #YieldFarming
1
15
103",🍠 🚜,1,15,103,['https://pbs.twimg.com/media/EfYkOuwUwAEhpVD?format=jpg&name=small'],https://twitter.com/AlexSaundersAU/status/1294264143185240065
Jack l Unibright.io |,@Sjaaaakster,2020-08-14T19:24:18.000Z,"Jack l Unibright.io |
@Sjaaaakster
·
2020年8月15日","A lot of work, but so much potential in the “enterprise space” 

#baselineprotocol #teamwork #tokenization #DeFi #ethereum $ubt $link #invoices #enterprise #software #smartcontracts
3
21
67",😎,3,21,67,['https://pbs.twimg.com/media/EfZ4Q0JWoAQqhnw?format=jpg&name=small'],https://twitter.com/Sjaaaakster/status/1294354178169614336
The Moon,@TheMoonCarl,2020-08-14T11:34:17.000Z,"The Moon
@TheMoonCarl
·
2020年8月14日","Looks like the #Ethereum breakout might once again act as a leading indicator for a #Bitcoin breakout!

Prepare for a $BTC pump above $12,000 up to $13,000!
23
59
374",,23,59,374,['https://pbs.twimg.com/media/EfYMbKYXYAAHgjF?format=jpg&name=small'],https://twitter.com/TheMoonCarl/status/1294235892341714947
Chainlink Community News,@LINKNewsOracle,2020-08-14T15:41:21.000Z,"Chainlink Community News
@LINKNewsOracle
·
2020年8月14日","Is #Chainlink the next #Ethereum? - Asia Times 

https://asiatimes.com/2020/08/is-chainlink-the-next-ethereum/… 

$LINK
asiatimes.com
Is Chainlink the next Ethereum?
Chainlink (LINK) has been going absolutely parabolic lately – shooting past $18 before falling down to $16.88 at the time of writing – and it is now the fifth-biggest crypto, according to CoinMarke…
14
100
338",,14,100,338,['https://pbs.twimg.com/card_img/1515440885303062539/wktTR1Zq?format=jpg&name=small'],https://twitter.com/LINKNewsOracle/status/1294298070998560768
Cryptic Poet,@1CrypticPoet,2020-08-14T16:10:52.000Z,"Cryptic Poet
@1CrypticPoet
·
2020年8月15日"," I made a recent call on #Ethereum on March 30th when it trading at $220ish

Today, #ETH is trading at $430ish
That almost a +100% gain 

Congratulations to those who got in

#crypto #blockchain #Xrpcommuninty #trading
Cryptic Poet
@1CrypticPoet
 · 2020年5月31日
#Ethereum 
1
3
38",👑 🔥 ‼ 💥 🍻 👑 🚀,1,3,38,"['https://pbs.twimg.com/media/EfZL_KAWsAAOEwU?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1515043518967951362/bjKs1Vlc_mini.jpg']",https://twitter.com/1CrypticPoet/status/1294305497353539585
That Martini Guy ₿,@MartiniGuyYT,2020-08-14T16:17:06.000Z,"That Martini Guy ₿
@MartiniGuyYT
·
2020年8月15日","WOW #ETHEREUM MOON MISSION!

$440!

Soon $600!!! 
GIF
ALT
3
3
36",💰 🚀,3,3,36,['https://pbs.twimg.com/tweet_video_thumb/EfZNad8WoAQMso4.jpg'],https://twitter.com/MartiniGuyYT/status/1294307068149628930
Merkle Network,@merkleNetwork,2020-08-14T17:04:18.000Z,"Merkle Network
@merkleNetwork
·
2020年8月15日","Welcoming 
@AUS_10N
 as a Strategic Advisor to the team!

Austin brings expertise around partnerships, token distribution, and operations giving more power to the community! 

#ethverse #minecraft #ethereum #Advisor #cryptonews
1
16
41",🔥 🎉 💪,1,16,41,['https://pbs.twimg.com/media/EfZYIN7UEAALgBG?format=jpg&name=small'],https://twitter.com/merkleNetwork/status/1294318944568786945
@Resiliencia,@Resiliencia,2020-08-14T22:01:08.000Z,"@Resiliencia
@ResilienciaHODL
·
2020年8月15日","I can't stop refreshing Coinmarketcap and Coingecko! — LeoFinance https://leofinance.io/hive-167922/@resiliencia/i-can-t-stop-refreshing-coinmarketcap-and-coingecko… 

#leofinance #hive #posh #bitcoin #btc #crypto #blockchain #hiveblogshare #dca #ethereum #eth #coingecko #coinmarketcap
10
11",🌋,,10,11,[],https://twitter.com/ResilienciaHODL/status/1294393645014155265
Crypto₿uzz.eth ᵍᵐ,@CryptoBuzzNews,2020-08-14T12:42:12.000Z,"Crypto₿uzz.eth ᵍᵐ
@CryptoBuzzNews
·
2020年8月14日","Looks like the #Ethereum breakout might once again act as a leading indicator for a #Bitcoin  breakout.
2
6
18",,2,6,18,['https://pbs.twimg.com/media/EfYcOmmUYAss68i?format=jpg&name=small'],https://twitter.com/CryptoBuzzNews/status/1294252984906289152
Andreas,@aantonop,2020-08-14T16:39:06.000Z,"Andreas
@aantonop
·
2020年8月15日","The Lion & the Shark: a way to understand how #bitcoin and #ethereum can both be apex predators   https://youtu.be/d0x6CtD8iq4
13
24
92",🦁 🦈,13,24,92,['https://pbs.twimg.com/media/EfZSc3YXsAAf5BY?format=jpg&name=small'],https://twitter.com/aantonop/status/1294312601728569346
