UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
elhexidente ⬣,@elhexidente,2020-12-14T17:50:00.000Z,"elhexidente ⬣
@elhexidente
·
2020年12月15日","$hex #BTC #BNB #Bitcoin #BSC #bitcointurkiye #Ethereum #ETH $link #Cardano #cryptocurrency #HEX  #hexicansdontplay
5
6
31",🤣 🤣 🤣,5,6,31,['https://pbs.twimg.com/media/EpN0oZLVgAExVJh?format=jpg&name=small'],https://twitter.com/elhexidente/status/1338541764248944640
CryptoCrusades,@MerfolkGames,2020-12-14T14:00:51.000Z,"CryptoCrusades
@MerfolkGames
·
2020年12月14日","City Map Collection: Chinese

#PixelArt #GameDev #GameDesign #IndieDev #CryptoGame #CryptoGamers #StrategyGame #Blockchain #Ethereum #Crypto #Cryptocurrency #MerfolkGames #CryptoCrusades
2
16",,,2,16,['https://pbs.twimg.com/media/EpNAMb-XIAElW-t?format=jpg&name=small'],https://twitter.com/MerfolkGames/status/1338484098130653186
Crypto nerd,@Legitcryptonerd,2020-12-14T07:04:34.000Z,"Crypto nerd
@Legitcryptonerd
·
2020年12月14日","I told my friends to buy $BTC at $200 , at $400, at $600. I told them to buy $eth at $17 and $80.
Only wise ones listened.

Now I'm telling them to buy $QNT below $100 as much as they can. 
Still the wise ones listening.
   
#ETH #Ethereum #Bitcoin #BTC #xrp $xrp $zil $bch
GIF
ALT
5
12
102",😉 🚀,5,12,102,['https://pbs.twimg.com/tweet_video_thumb/EpLg6DmXMAIdxUR.jpg'],https://twitter.com/Legitcryptonerd/status/1338379337544962049
Tenderly,@TenderlyApp,2020-12-14T16:59:02.000Z,"Tenderly
@TenderlyApp
·
2020年12月15日"," How to stay safe on #Ethereum and #DeFi 

Use the Tenderly Simulator to see if a transaction is malicious before submitting it on-chain 

With the recent talks around verifying 
@metamask_io
 transactions, we thought we should share our internal process 

Step by step 
1
14
33",🚨 🚨 😎 😁 👇,1,14,33,[],https://twitter.com/TenderlyApp/status/1338528941150248962
Benchmark Protocol,@Benchmark_DeFi,2020-12-14T15:28:52.000Z,"Benchmark Protocol
@Benchmark_DeFi
·
2020年12月14日","#Benchmark $MARK has been added to 
@coingecko
 
#coingecko #DeFi #blockchain  #DeFiFarming #MARK #Ethereum
1
5
20",🚨,1,5,20,['https://pbs.twimg.com/media/EpNULpFXUAUXYau?format=png&name=small'],https://twitter.com/Benchmark_DeFi/status/1338506248124248064
GALAXE.io (fmrly CoinLinked),@coinlinked,2020-12-14T22:43:08.000Z,"GALAXE.io (fmrly CoinLinked)
@coinlinked
·
2020年12月15日","Just 11 days left until #Christmas. Shop & pay with cryptocurrencies! -Ben #bitcoin #ethereum #altcoins 

Subscribe 
 http://coinlinked.io

Web
http://coinlinked.com

iOS
https://apps.apple.com/us/app/coinlinked/id1508373878… 

Android
https://play.google.com/store/apps/details?id=app.coinlinked.com&hl=en_US…
1
9
29",😀 📈,1,9,29,['https://pbs.twimg.com/media/EpO3vC3VgAIgiVu?format=jpg&name=small'],https://twitter.com/coinlinked/status/1338615536272359428
Nebraskangooner,@Nebraskangooner,2020-12-14T20:51:59.000Z,"Nebraskangooner
@Nebraskangooner
·
2020年12月15日","#Ethereum

Passes the eyeball test.

Just need to see if buyers actually follow through or not.

Top Goon X still showing strong upwards momentum.
6
4
46",,6,4,46,['https://pbs.twimg.com/media/EpOeEC5WMAoItgB?format=jpg&name=small'],https://twitter.com/Nebraskangooner/status/1338587561200115716
Swash,@swashapp,2020-12-14T17:00:42.000Z,"Swash
@swashapp
·
2020年12月15日","Swash sitting pretty with the likes of 
@originprotocol
 @LivepeerOrg
 @mintable_app
 and 
@fuse_network
 as one of the top 
@ethereum
 utility dapps 

#crypto #Ethereum #dapps
1
5
33",💪,1,5,33,['https://pbs.twimg.com/media/EpNaaZEWMAEyULe?format=jpg&name=small'],https://twitter.com/swashapp/status/1338529356885479428
Visual Chris,@visual__chris,2020-12-14T19:59:57.000Z,"Visual Chris
@visual__chris
·
2020年12月15日","Here's some new 2D stuff I did recently..
The right one is minted already and available on my 
@rariblecom
 profile


https://app.rarible.com/token/0x60f80121c31a0d46b5279700f9df786054aa5ee5:76820:0x7ba28080cee1a14c9f7fdb2e7dfe2a5b6c2c9c2b…

#art #ArtistOnTwitter #digitalart #raredigitalart #NFT #NFTart #Ethereum #artist #trippy #nftartist
@bestofrarible
3
4
21",👇,3,4,21,"['https://pbs.twimg.com/media/EpORNzEXcAIu580?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EpORNzIXYAAt6Ck?format=jpg&name=360x360']",https://twitter.com/visual__chris/status/1338574469363867651
Crypto₿uzz.eth ᵍᵐ,@CryptoBuzzNews,2020-12-14T07:32:57.000Z,"Crypto₿uzz.eth ᵍᵐ
@CryptoBuzzNews
·
2020年12月14日","NEW: users can now buy crypto assets such as #Bitcoin  and #Ethereum with Apple Pay through new Lumi’s iOS wallet feature
1
10
25",,1,10,25,[],https://twitter.com/CryptoBuzzNews/status/1338386481107271680
